艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜185最小,対潜185最大,回避初期最小,回避初期最大,回避最大,回避185最小,回避185最大,索敵初期最小,索敵初期最大,索敵最大,索敵185最小,索敵185最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
48,89,"霰","あられ",2,18,15251,0,252,20,100,100,0,0,0,0,0,16,33,20,22,10,29,24,69,9,39,6,19,21,21,49,73,73,43,43,79,110,110,5,5,19,31,31,10,49,10,1,1,2,0,0,0,0,0,2,-1,-1,-1,-1,22,1,1,5,0,0,1,0,1,"霰です…<br>んちゃ…とかはいいません…よろしく…","霰は、マル２計画で建造された最後の駆逐艦…。<br>朝潮型シリーズの…最終艦でも…あるの…。<br>この後は…陽炎型だから…",15,20,0,"oiknslickotp",25,28,627
49,90,"霞","かすみ",2,18,15261,0,253,20,100,100,0,0,0,0,0,16,33,20,22,10,29,24,69,9,39,6,19,21,21,49,73,73,43,43,79,110,110,5,5,19,31,31,15,59,10,1,2,2,0,0,0,0,0,2,-1,-1,-1,-1,22,1,1,5,0,0,1,0,1,"霞よ。<br>ガンガンいくわよ。ついてらっしゃい。","歴戦の主力駆逐艦として奮戦したわ。<br>最後は戦艦大和と共に坊ノ岬沖海戦で米艦載機の猛攻<br>と戦ったの。<br>負けないわ！",15,20,0,"qukusrsftcgy",10,30,627
50,10,"島風","しまかぜ",2,22,18011,0,229,20,100,120,0,0,0,0,0,19,39,23,25,12,29,45,89,14,49,8,29,24,24,49,70,70,50,50,99,141,141,7,7,19,29,29,10,49,10,1,6,2,0,0,0,0,0,2,28,-1,-1,-1,30,1,1,5,0,0,2,1,1,"駆逐艦島風です。スピードなら誰にも負けません。<br>速きこと、島風の如し、です！","艦隊型駆逐艦の最高峰を目指して開発された、高速で<br>重雷装の駆逐艦、島風型よ。<br>40ノット以上の快速なんだから。<br>でも、量産には向かなくって、私一隻しか建造されな<br>かったの。",20,25,0,"uffgxggsrtti",12,9,627
51,28,"天龍","てんりゅう",3,21,10011,0,213,20,200,150,0,0,0,0,0,23,35,27,29,11,39,18,59,8,39,7,29,18,18,59,94,94,35,35,69,98,98,7,7,19,29,29,17,49,10,2,3,2,0,0,0,0,0,4,37,-1,-1,-1,60,1,1,8,0,0,1,0,1,"オレの名は天龍。<br>フフフ、怖いか？","天龍型１番艦、天龍だ。<br>駆逐艦を束ねて、殴り込みの水雷戦隊を率いるぜ。<br>相棒は、同型艦の龍田だ。<br>あいつ、ちゃんとやってるかな？ま、いいけどな。",25,20,0,"vswgjojfoqdc",32,12,627
52,29,"龍田","たつた",3,21,10021,0,214,20,200,150,0,0,0,0,0,23,35,27,29,11,39,18,59,8,39,7,29,18,18,59,94,94,35,35,69,98,98,7,7,19,29,29,17,49,10,2,3,2,0,0,0,0,0,4,37,-1,-1,-1,60,1,1,8,0,0,1,0,1,"初めまして、龍田だよ。<br>天龍ちゃんがご迷惑かけてないかなあ～。","軽巡洋艦、天龍型２番艦の龍田よ。<br>生まれは佐世保なの。<br>天龍ちゃんがみんなに迷惑かけてない？心配よね～。<br>え？私？私は潜水艦が、ちょっと鬼門だわ～。",25,20,0,"qvqlfmytkmor",32,12,627
53,44,"名取","なとり",3,20,10101,0,221,20,200,200,0,0,0,0,0,26,39,30,32,14,39,24,79,13,49,10,29,20,20,59,92,92,37,37,69,96,96,8,8,39,65,65,10,49,10,2,2,2,1,1,0,0,0,4,-1,-1,-1,-1,60,2,2,10,0,0,1,0,1,"名取といいます。<br>ご迷惑をおかけしないように、が、頑張ります。","長良型３番艦の名取です。<br>ちょっと古いモデルっていわれるけれど、高速軽巡洋<br>艦として使い方はあるはず…<br>そ、そう、水雷戦隊には、ぜひ配属してくださいね。<br>が、頑張りますから！",25,25,0,"bqwjdltjktls",24,3,627
54,46,"川内","せんだい",3,16,10141,0,222,20,200,200,0,0,0,0,0,26,39,30,32,14,49,24,89,13,59,11,29,20,20,69,111,111,38,38,79,114,114,8,8,39,65,65,12,49,10,2,4,2,1,1,0,0,0,4,25,-1,-1,-1,60,2,2,10,0,0,1,0,2,"川内、参上。<br>夜戦なら任せておいて！","5500トン級の軽巡洋艦の最終タイプ、それが私、川<br>内型よ。<br>熟成された軽巡の魅力、たっぷり教えてあげるから。<br>もちろん、夜戦でね！",25,25,0,"nehcyhpiviue",38,7,627
55,47,"神通","じんつう",3,16,10151,0,223,20,200,200,0,0,0,0,0,26,39,30,32,14,39,24,79,13,49,11,29,20,20,69,111,111,38,38,69,95,95,8,8,39,65,65,10,49,10,2,1,2,1,1,0,0,0,4,-1,-1,-1,-1,60,2,2,10,0,0,1,0,1,"あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……","神通です。近代化改装を受け、<br>第２水雷戦隊の旗艦を務めました。<br>コロンバンガラ島沖海戦では先頭に立って奮戦しま<br>す。<br>でも、みんな私の事狙うんですもの…ひどいわ……。",25,25,0,"icmlpbiditqy",22,13,627
56,48,"那珂","なか",3,16,10161,0,224,20,200,200,0,0,0,0,0,26,39,30,32,14,39,24,79,13,49,11,29,24,24,69,108,108,38,38,69,95,95,8,8,39,65,65,10,49,10,2,2,2,1,1,0,0,0,4,-1,-1,-1,-1,60,2,2,10,0,0,1,0,1,"艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！","第４水雷戦隊のセンターも務めた那珂だよ！<br>お仕事沢山入ってて、輸送船の護衛任務や、トラック<br>島から南方への輸送任務とか…<br>…え、地方巡業じゃんって？ そんなことないしっ！",25,25,0,"vopfxipptsrt",30,12,627
57,97,"大井改","おおい",4,4,10062,24,118,50,770,400,0,0,0,0,1,32,49,37,39,8,39,80,99,13,39,12,39,25,25,59,88,88,37,37,77,111,111,8,8,39,65,65,10,49,10,2,6,2,0,0,0,0,0,15,15,-1,-1,-1,75,2,6,9,0,0,4,0,1,"重雷装艦として、生まれ変わった大井です。<br>お久しぶりです！","重雷装艦バージョンの大井です。<br>圧倒的な水雷戦力を期待されたけど、<br>出番がなかなかなかったの。<br>今度は活躍してみせるわ。見ていてね！",25,50,3,"gonohkjynpmb",38,27,627
58,98,"北上改","きたかみ",4,4,10052,25,119,50,770,400,0,0,0,0,1,32,49,37,39,8,39,80,99,13,39,12,39,25,25,59,88,88,37,37,77,111,111,8,8,39,65,65,15,69,10,2,6,2,0,0,0,0,0,15,15,-1,-1,-1,75,2,6,9,0,0,4,0,1,"新しい北上、それがアタシ。<br>酸素魚雷を満載して、ちょっと大人になったでしょ。","九三式酸素魚雷を満載、片舷20門、全40門の魚雷発<br>射管を誇る、重雷装艦へと改装されたスーパー北上さ<br>まだよ。<br>その威力は圧倒的と言われていたけれど、活躍する機<br>会が微妙になかったんだよね。ちぇっ。",25,50,3,"jdqefjcpslli",14,21,627
59,52,"古鷹","ふるたか",5,7,8011,0,262,25,300,250,0,0,0,0,0,36,49,41,43,30,54,12,59,16,59,25,34,0,0,0,0,0,33,33,69,100,100,10,10,39,64,64,10,49,10,2,3,3,2,2,2,0,0,6,37,-1,-1,-1,60,2,2,10,1,2,1,0,2,"古鷹と言います。<br>重巡洋艦のいいところ、たくさん知ってもらえると嬉しいです。","重巡洋艦、古鷹です。<br>三川提督率いる第８艦隊の一員として、第一次ソロモ<br>ン海戦では敵艦多数を撃破したんですよ！<br>これが、重巡なんです！",35,50,0,"sfbwblstvfmw",57,15,627
60,53,"加古","かこ",5,7,8021,0,263,25,300,250,0,0,0,0,0,36,49,41,43,30,49,12,49,16,49,25,34,0,0,0,0,0,33,33,59,81,81,10,10,39,64,64,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,60,2,2,10,1,2,1,0,2,"古鷹型重巡の2番艦、加古ってんだ、よっろしくぅー！","古鷹型重巡洋艦の２番艦、加古だよぉ。<br>第一次ソロモン海戦で大活躍したんだからね！<br>あ、帰り道？ホント、行きはよいよい、帰りは怖い<br>～ってね！",35,50,0,"vkmjguonqcsg",32,13,627
61,54,"青葉","あおば",5,13,8031,0,264,25,300,250,0,0,0,0,0,37,49,42,44,30,54,12,59,16,59,26,37,0,0,0,0,0,33,33,69,100,100,11,11,39,63,63,20,69,10,2,3,3,2,2,2,0,0,6,37,-1,-1,-1,60,2,2,10,1,2,1,0,2,"ども、恐縮です、青葉ですぅ！<br>一言お願いします！","青葉です。トラック諸島方面へ進出して、<br>中部太平洋作戦を支えました。<br>従軍作家さんも乗り込んで青葉のスタッフの仕事振り<br>を取材したことも。最期の時は、呉の港で。<br>動かす油もなかったけど、青葉、頑張りました！",35,50,0,"bhyiqjjifflp",4,4,627
62,55,"妙高","みょうこう",5,29,8051,0,265,25,450,300,0,0,0,0,0,44,60,50,52,40,59,24,59,16,64,32,49,0,0,0,0,0,34,34,69,99,99,12,12,39,62,62,10,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,80,2,2,12,1,2,1,0,2,"私、妙高型重巡洋艦、妙高と申します。<br>共に頑張りましょう。","ワシントン海軍軍縮条約下で建造された重巡洋艦で<br>す。<br>平賀譲氏設計による日本海軍の第一級の戦闘艦です。<br>現代の海上自衛隊のイージス艦にも、その名は受け継<br>がれています。",40,65,0,"grppcbegkphv",15,15,627
63,56,"那智","なち",5,29,8061,0,266,25,450,300,0,0,0,0,0,44,56,50,52,40,54,24,49,16,54,32,49,0,0,0,0,0,34,34,59,80,80,12,12,39,62,62,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,80,2,2,12,1,2,1,0,2,"貴様が司令官か。<br>私は那智。よろしくお願いする。","生れは呉海軍工廠。妙高型重巡２番艦の私は、上海事<br>変にも警備出動したぞ。<br>太平洋戦線では第五艦隊の旗艦として、暴れまわった<br>さ。<br>敵艦載機？　ああ、あれは少し苦手だな。",40,65,0,"wnkageqzigwd",14,14,627
64,57,"足柄","あしがら",5,29,8071,0,267,25,450,300,0,0,0,0,0,44,56,50,52,40,54,24,49,16,54,32,49,0,0,0,0,0,34,34,59,80,80,12,12,39,62,62,10,49,10,2,2,3,2,2,2,0,0,6,-1,-1,-1,-1,80,2,2,12,1,2,1,0,2,"足柄よ。砲雷撃戦が得意なの。<br>ふふ、よろしくね。","私、足柄が英国の観艦式に参加した時のことよ。<br>まるで「飢えた狼のよう」と評価されたの。<br>当然よね！この精悍なボディ！<br>え？それは色気がないって嫌味じゃないかって？<br>そんなことあるわけ…ナイじゃない！",40,65,0,"opprvckvhrkv",14,14,627
65,58,"羽黒","はぐろ",5,29,8081,0,268,25,450,300,0,0,0,0,0,44,56,50,52,40,54,24,49,16,54,32,49,0,0,0,0,0,34,34,59,80,80,12,12,39,62,62,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,80,2,2,12,1,2,1,0,2,"羽黒です。妙高型重巡洋艦姉妹の末っ娘です。<br>あ、あの…ごめんなさいっ！","長崎で生まれたの。<br>スラバヤ沖海戦、珊瑚海海戦、ミッドウェー海戦、第<br>二次ソロモン海戦、マリアナ海戦など数々の海戦に参<br>加しました。<br>あの…頑張ります！",40,65,0,"lvfswfzywnql",14,15,627
66,59,"高雄","たかお",5,8,8091,0,269,25,450,300,0,0,0,0,0,45,60,51,53,40,59,24,59,18,66,35,49,0,0,0,0,0,35,35,69,98,98,13,13,39,61,61,10,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,85,2,2,12,1,2,1,0,2,"こんにちは。高雄です。<br>貴方のような素敵な提督で良かったわ。","巡洋艦といえば、なんといっても、私、高雄型よね。<br>近藤中将麾下の第４戦隊に所属して、数々の海戦に参<br>加しました。<br>激戦を戦い抜いて、最期はシンガポール防衛に努めた<br>の。",40,65,1,"eqpvjbnbjlhy",9,13,627
67,60,"愛宕","あたご",5,8,8101,0,270,25,450,300,0,0,0,0,0,45,60,51,53,40,54,24,59,18,56,35,49,0,0,0,0,0,35,35,59,79,79,13,13,39,61,61,10,49,10,2,4,3,2,2,2,0,0,6,25,-1,-1,-1,85,2,2,12,1,2,1,0,2,"私は愛宕、提督、覚えてくださいね。","高雄型の２番艦、愛宕よ、うふふ。<br>呉海軍工廠で生まれたの。<br>バランスがとれた重武装ボディでしょ？<br>レイテ沖の決戦では、第一遊撃部隊の旗艦として出撃<br>したんだけど……ま、そんなこともあるわよね。",40,65,1,"aqpnbsizhjij",8,29,627
68,61,"摩耶","まや",5,8,8111,0,271,18,300,250,0,0,0,0,0,45,57,51,53,40,54,24,49,18,56,35,49,0,0,0,0,0,35,35,59,79,79,13,13,39,61,61,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,85,2,2,12,1,2,1,0,2,"よ！アタシ、摩耶ってんだ、よろしくな。","高雄型重巡洋艦３番艦の摩耶さまだ。<br>生まれは神戸。南方作戦や激戦のソロモン海で暴れま<br>くってやったぜ！<br>ああん？　レイテ？　んだよ、潜水艦って奴は苦手だ<br>よ。",40,65,0,"gpshoozxgutk",17,37,627
69,62,"鳥海","ちょうかい",5,8,8121,0,272,25,450,300,0,0,0,0,0,45,57,51,53,40,54,24,49,18,56,35,49,0,0,0,0,0,35,35,59,79,79,13,13,39,61,61,10,49,10,2,1,3,2,2,2,0,0,6,-1,-1,-1,-1,85,2,2,12,1,2,1,0,2,"私が鳥海です。よろしくです。","高雄型の４番艦、鳥海です。<br>マレー、ソロモン、マリアナ、レイテと数々の作戦に<br>参加しました。<br>鳥海の名は、現在、海自のイージス護衛艦、その４番<br>艦に受け継がれています。",40,65,0,"qmmdyeprdqsu",18,37,627
70,51,"最上","もがみ",5,9,9011,0,73,10,70,210,0,0,0,0,0,41,59,47,49,40,59,18,69,20,59,31,59,0,0,0,0,0,35,35,69,98,98,14,14,39,60,60,10,49,10,2,4,3,2,2,2,0,0,5,25,-1,-1,-1,90,2,3,12,1,2,1,0,2,"ボクが最上さ。<br>大丈夫、今度は衝突しないって。ホントだよ。","重巡洋艦、最上型のネームシップ、最上だよ。<br>三連主砲がいい感じでしょ？<br>そうそう、ボク、ちょっと他の艦とよくブツかっちゃ<br>う癖があるんだけど、なんでだろ？",40,65,1,"lcmobkdeizph",68,7,627
71,63,"利根","とね",5,31,9051,0,273,25,450,300,0,0,0,0,0,44,62,50,52,32,59,24,59,20,67,36,59,0,0,0,0,0,36,36,69,97,97,20,20,59,92,92,10,49,10,2,4,3,3,3,3,0,0,6,25,-1,-1,-1,90,2,2,13,2,2,1,1,2,"吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！","日本海軍が完成させた最後の重巡、<br>利根型の長女、利根だ。<br>真珠湾、そして痛恨のミッドウェーでも、艦隊の眼と<br>して縦横無尽の活躍なのじゃ。最期は呉鎮守府を守る<br>浮き砲台として刀折れ矢尽きるまで戦ったぞ。",45,60,0,"kmcllyhenjnk",11,11,627
72,64,"筑摩","ちくま",5,31,9061,0,274,25,450,300,0,0,0,0,0,44,62,50,52,32,59,24,59,20,67,36,59,0,0,0,0,0,36,36,69,97,97,20,20,59,92,92,10,49,10,2,4,3,3,3,3,0,0,6,25,-1,-1,-1,90,2,2,13,2,2,1,1,2,"はじめまして、利根型２番艦、筑摩と申します。","筑摩です。<br>連装主砲４基を前甲板に集中させ、充実した索敵水偵<br>を搭載した利根型重巡洋艦２番艦です。<br>生まれは長崎よ。利根姉さんと一緒に、あの南雲機動<br>部隊の、大切な眼の役目を務めたの。",45,60,0,"gcqjowlpkbde",11,11,627
73,101,"最上改","もがみ",6,9,9012,70,501,80,2200,1800,1,0,1,2,1,50,67,57,59,24,75,18,69,20,64,37,71,0,0,0,0,0,35,35,69,98,98,22,22,59,91,91,10,69,10,2,6,4,5,6,5,11,0,6,26,25,-1,-1,100,2,2,13,4,2,1,3,2,"提督、また会ったね？最上だよ。<br>ボクの飛行甲板どう？似合ってる？","最上型重巡洋艦１番艦。<br>最上の後部主砲を全て取り払って、代わりに水上機を<br>運用する航空甲板を設置した、航空巡洋艦だよ。<br>水上機母艦並の航空力と火力、どうよ！",50,55,3,"ethdbrvnuznc",68,7,627
74,94,"祥鳳","しょうほう",7,11,4041,0,282,25,210,380,0,0,0,0,0,32,55,37,39,0,19,0,0,14,29,19,39,0,0,0,0,0,28,28,49,67,67,34,34,69,99,99,10,49,10,1,4,3,18,9,3,0,0,23,16,-1,-1,-1,160,2,2,13,4,0,0,2,2,"軽空母、祥鳳です。<br>はい、ちょっと小柄ですけど、ぜひ提督の機動部隊に<br>加えてくださいね！","祥鳳型航空母艦１番艦です。<br>元々は潜水母艦だったんです。<br>前衛艦隊や主力じゃない小艦隊に空母を配属するな<br>ら、ぜひ私を使ってね！運用によってはお役に立つは<br>ずです！",35,35,0,"qihrkkfwekpo",49,16,627
75,65,"飛鷹","ひよう",7,24,4061,0,283,25,250,500,0,0,0,0,0,40,64,46,48,0,19,0,0,21,59,21,39,0,0,0,0,0,28,28,54,76,76,38,38,59,77,77,10,49,5,1,4,4,12,18,18,10,0,19,23,16,-1,-1,180,6,6,20,6,0,0,3,2,"名前は出雲ま…じゃなかった、飛鷹です。<br>航空母艦よ。よろしくね、提督！","飛鷹よ。<br>北米航路用の新造客船「出雲丸」を建造途中で改装し<br>た商船改造空母なの。<br>でも、正規空母並の活躍を見せたんだから。ホント<br>よ。",40,40,0,"sdiauxhgyfkj",7,7,627
76,30,"龍驤","りゅうじょう",7,32,4021,0,281,25,220,400,0,0,0,0,0,31,54,36,38,0,19,0,0,16,29,17,39,0,0,0,0,0,27,27,44,58,58,34,34,69,99,99,10,49,10,1,4,3,9,24,5,0,0,19,16,-1,-1,-1,170,2,2,14,4,0,0,2,2,"軽空母、龍驤や。独特なシルエットでしょ？<br>でも、艦載機を次々繰り出す、ちゃーんとした空母なんや。<br>期待してや！","軽空母だけど、結構歴戦の空母なんよ、うち。<br>ああ、あの岩手沖での第四艦隊事件のこと？あれはき<br>つかったー。<br>波浪で艦橋圧壊…いや、ホントありえへん。",35,35,0,"iyondwbusgym",35,13,627
77,3,"伊勢","いせ",9,2,1071,0,82,10,150,500,0,0,0,0,0,74,89,82,84,74,89,0,0,28,79,70,89,0,0,0,0,0,22,22,49,72,72,10,10,36,58,58,15,69,5,3,5,4,3,3,3,3,0,7,4,25,-1,-1,270,9,18,37,3,4,0,1,4,"超弩級戦艦、伊勢型の１番艦、伊勢。<br>参ります！","扶桑型戦艦を再設計した、強力な超弩級戦艦として完<br>成しました。<br>戦艦、伊勢です。<br>主砲を多少とっちゃって、有名な航空戦艦モードに改<br>造可能よ。楽しみね！",85,120,0,"skgpomqtcedb",13,17,627
78,21,"金剛","こんごう",8,6,1011,0,209,25,600,400,0,0,0,0,0,63,79,70,72,63,89,0,0,24,69,52,69,0,0,0,0,0,30,30,59,84,84,13,13,39,61,61,12,49,10,3,5,3,3,3,3,0,0,7,11,37,-1,-1,240,10,14,33,3,3,0,1,3,"英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！","超弩級戦艦として建造技術導入を兼ねて英国ヴィッカ<br>ース社で建造された、金剛デース！<br>太平洋戦域でも持前の高速力を活かして、大活躍デー<br>ス！<br>期待してネ！",80,110,0,"oygjwmgvcdyv",20,37,627
79,23,"榛名","はるな",8,6,1031,0,211,25,600,400,0,0,0,0,0,63,79,70,72,63,89,0,0,24,69,52,69,0,0,0,0,0,30,30,59,84,84,13,13,39,61,61,15,69,10,3,5,3,3,3,3,0,0,7,11,37,-1,-1,240,10,14,33,3,3,0,1,3,"高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。","高速の巡洋戦艦、榛名です。<br>国産の四一式36センチ砲を装備しました。<br>呉鎮守府の江田島で最後まで空を睨んで奮戦したわ。<br>高速戦艦四姉妹で最期まで、戦い抜いた榛名のこと、<br>覚えていてね。",80,110,0,"vzgrqylbwegp",63,35,627
80,1,"長門","ながと",9,19,1091,0,275,30,900,800,0,0,0,0,0,80,94,88,90,82,99,0,0,31,89,75,89,0,0,0,0,0,24,24,49,70,70,12,12,39,62,62,20,79,5,3,7,4,3,3,3,3,0,8,4,25,-1,-1,300,10,20,40,3,5,0,1,4,"私が、戦艦長門だ。よろしく頼むぞ。<br>敵戦艦との殴り合いなら任せておけ。","八八艦隊計画の第一号艦として生まれた、長門型戦艦<br>のネームシップ、長門だ。<br>大和型が就役するまで、連合艦隊旗艦も務めていた<br>さ。<br>世界のビッグ７と云われてもいたな。",100,130,0,"jnxoytktolbb",62,19,627
81,2,"陸奥","むつ",9,19,1101,0,276,30,900,800,0,0,0,0,0,80,94,88,90,82,99,0,0,31,89,75,89,0,0,0,0,0,24,24,49,70,70,12,12,39,62,62,3,39,5,3,7,4,3,3,3,3,0,8,4,25,-1,-1,300,10,20,40,3,5,0,1,4,"長門型戦艦２番艦の陸奥よ。よろしくね。<br>あまり火遊びはしないでね…お願いよ。","長門型戦艦の２番艦として生まれた陸奥よ。<br>もちろん、世界のビッグ７の一艦になるわね。<br>え？主砲火薬庫爆発事故？<br>まあ、隠してもしょうがないわね。今度は大丈夫よ！",100,130,0,"jkjqeleyhbus",68,13,627
82,102,"伊勢改","いせ",10,2,1072,77,553,88,4800,7200,2,1,1,0,1,77,89,85,87,63,86,0,0,45,92,74,92,0,0,0,0,0,36,36,77,112,112,24,24,60,91,91,30,79,5,3,6,4,11,11,11,14,0,7,26,-1,-1,-1,270,10,15,36,3,4,0,3,4,"航空戦艦、伊勢です。<br>後部飛行甲板と、カタパルト２基で航空戦力を運用可能よ！","洋上航空戦力強化のために、主砲を一部外して、かわ<br>りに飛行甲板を設置、軽空母並の航空戦力を運用可能<br>な航空戦艦、伊勢です。<br>海自の新鋭ＤＤＨにもその名は受け継がれているわ。",95,105,0,"guwzhmxxnwol",20,17,627
